dataElement,period,orgUnit,categoryOptionCombo,attributeOptionCombo,value
M1gv0xVXfEc,202301,H0sIhCir6yk,MMdyUcYdcW8,fpkkdSpN6kR,6
M1gv0xVXfEc,202301,H0sIhCir6yk,Z6obHsMBLne,fpkkdSpN6kR,1
M1gv0xVXfEc,202301,H0sIhCir6yk,m9NBth7QFun,fpkkdSpN6kR,1
M1gv0xVXfEc,202301,H0sIhCir6yk,pgiJfUojvpY,fpkkdSpN6kR,1
M1gv0xVXfEc,202301,H0sIhCir6yk,hY1wve28F24,fpkkdSpN6kR,1
M1gv0xVXfEc,202301,H0sIhCir6yk,mFaiGqmS1Ie,fpkkdSpN6kR,1
M1gv0xVXfEc,202301,H0sIhCir6yk,kxL86qVevDe,fpkkdSpN6kR,1
M1gv0xVXfEc,202301,H0sIhCir6yk,BRcSDKhSquv,fpkkdSpN6kR,1
M1gv0xVXfEc,202301,H0sIhCir6yk,J3m3GlsHrpg,fpkkdSpN6kR,1
M1gv0xVXfEc,202301,H0sIhCir6yk,zOAvnEJGEVP,fpkkdSpN6kR,2
M1gv0xVXfEc,202301,H0sIhCir6yk,xYJFsOM6DdQ,fpkkdSpN6kR,2
M1gv0xVXfEc,202301,H0sIhCir6yk,IrlQKHn6R8P,fpkkdSpN6kR,2
c23XKLpmf6c,202301,H0sIhCir6yk,lxD2QMnRTBR,fpkkdSpN6kR,2
c23XKLpmf6c,202301,H0sIhCir6yk,pY2oshKHFId,fpkkdSpN6kR,1
c23XKLpmf6c,202301,H0sIhCir6yk,xaIcuQ858uw,fpkkdSpN6kR,4
c23XKLpmf6c,202301,H0sIhCir6yk,QqBQFej2tF3,fpkkdSpN6kR,7
c23XKLpmf6c,202301,H0sIhCir6yk,UnWpq3kOefw,fpkkdSpN6kR,0
c23XKLpmf6c,202301,H0sIhCir6yk,ywECp4aQNXC,fpkkdSpN6kR,2
c23XKLpmf6c,202301,H0sIhCir6yk,eAD9HaZurFd,fpkkdSpN6kR,6
c23XKLpmf6c,202301,H0sIhCir6yk,oqhB8b0RDca,fpkkdSpN6kR,14
c23XKLpmf6c,202301,H0sIhCir6yk,c5QTfpdqORi,fpkkdSpN6kR,4
c23XKLpmf6c,202301,H0sIhCir6yk,EqixWhrZbi0,fpkkdSpN6kR,9
c23XKLpmf6c,202301,H0sIhCir6yk,SxVve1Qd7aJ,fpkkdSpN6kR,12
c23XKLpmf6c,202301,H0sIhCir6yk,WIyr9KxTh1n,fpkkdSpN6kR,2
c23XKLpmf6c,202301,H0sIhCir6yk,LAizAPWcFRv,fpkkdSpN6kR,6
c23XKLpmf6c,202301,H0sIhCir6yk,qoGalmM8ovA,fpkkdSpN6kR,16
c23XKLpmf6c,202301,H0sIhCir6yk,qEvta2i8ufV,fpkkdSpN6kR,7
c23XKLpmf6c,202301,H0sIhCir6yk,RYUdbcehQYN,fpkkdSpN6kR,3
c23XKLpmf6c,202301,H0sIhCir6yk,WTQQkf9lxLb,fpkkdSpN6kR,8
c23XKLpmf6c,202301,H0sIhCir6yk,HuYfDNtpLmC,fpkkdSpN6kR,4
c23XKLpmf6c,202301,H0sIhCir6yk,hKcltqlDOF9,fpkkdSpN6kR,15
c23XKLpmf6c,202301,H0sIhCir6yk,b3eg11nI83l,fpkkdSpN6kR,44
c23XKLpmf6c,202301,H0sIhCir6yk,XqqADhQGIqJ,fpkkdSpN6kR,15
c23XKLpmf6c,202301,H0sIhCir6yk,sG8wn8NSeIM,fpkkdSpN6kR,9
c23XKLpmf6c,202301,H0sIhCir6yk,QjKVL427UJP,fpkkdSpN6kR,25
c23XKLpmf6c,202301,H0sIhCir6yk,Xm5iGchHzUW,fpkkdSpN6kR,4
c23XKLpmf6c,202301,H0sIhCir6yk,FfvGUOFNmsi,fpkkdSpN6kR,46
c23XKLpmf6c,202301,H0sIhCir6yk,R95lxnn6jgq,fpkkdSpN6kR,78
c23XKLpmf6c,202301,H0sIhCir6yk,X3TEQtSfFqw,fpkkdSpN6kR,25
c23XKLpmf6c,202301,H0sIhCir6yk,RvFJV7Xohir,fpkkdSpN6kR,7
c23XKLpmf6c,202301,H0sIhCir6yk,c4Uju5wDUCX,fpkkdSpN6kR,28
c23XKLpmf6c,202301,H0sIhCir6yk,YEH2l5PuyRr,fpkkdSpN6kR,6
c23XKLpmf6c,202301,H0sIhCir6yk,jSmmNOXjmTX,fpkkdSpN6kR,49
c23XKLpmf6c,202301,H0sIhCir6yk,swLUWoBUKmW,fpkkdSpN6kR,102
c23XKLpmf6c,202301,H0sIhCir6yk,uIE4IcIgbMY,fpkkdSpN6kR,30
c23XKLpmf6c,202301,H0sIhCir6yk,zZQRCSwUx2q,fpkkdSpN6kR,17
c23XKLpmf6c,202301,H0sIhCir6yk,cgE7rO4DEN2,fpkkdSpN6kR,41
c23XKLpmf6c,202301,H0sIhCir6yk,HTFsYbughLj,fpkkdSpN6kR,20
c23XKLpmf6c,202301,H0sIhCir6yk,ly0drMzA0GB,fpkkdSpN6kR,42
c23XKLpmf6c,202301,H0sIhCir6yk,C2g7Gpe0DDg,fpkkdSpN6kR,118
c23XKLpmf6c,202301,H0sIhCir6yk,umGdevhoegD,fpkkdSpN6kR,23
c23XKLpmf6c,202301,H0sIhCir6yk,joeO4ygpbbQ,fpkkdSpN6kR,21
c23XKLpmf6c,202301,H0sIhCir6yk,XEZqu8Rnsg7,fpkkdSpN6kR,56
c23XKLpmf6c,202301,H0sIhCir6yk,bgroIyK3I0s,fpkkdSpN6kR,19
c23XKLpmf6c,202301,H0sIhCir6yk,SIVfuBioEKH,fpkkdSpN6kR,31
c23XKLpmf6c,202301,H0sIhCir6yk,JO3u1ykFlnZ,fpkkdSpN6kR,122
c23XKLpmf6c,202301,H0sIhCir6yk,KTRaqqsbsVR,fpkkdSpN6kR,22
c23XKLpmf6c,202301,H0sIhCir6yk,JZRTzQ3Ez03,fpkkdSpN6kR,15
c23XKLpmf6c,202301,H0sIhCir6yk,KglAqv6KdNH,fpkkdSpN6kR,73
c23XKLpmf6c,202301,H0sIhCir6yk,oJv2uyxLibF,fpkkdSpN6kR,22
c23XKLpmf6c,202301,H0sIhCir6yk,TaAHJjGoXon,fpkkdSpN6kR,18
c23XKLpmf6c,202301,H0sIhCir6yk,DZ9KYZQbHik,fpkkdSpN6kR,78
c23XKLpmf6c,202301,H0sIhCir6yk,zZQkAp9u1Em,fpkkdSpN6kR,22
c23XKLpmf6c,202301,H0sIhCir6yk,NqpvzsxHJrb,fpkkdSpN6kR,16
c23XKLpmf6c,202301,H0sIhCir6yk,b5nPkZkAMD1,fpkkdSpN6kR,61
c23XKLpmf6c,202301,H0sIhCir6yk,r18bfRDAUJd,fpkkdSpN6kR,18
c23XKLpmf6c,202301,H0sIhCir6yk,A7eGCuTsByD,fpkkdSpN6kR,6
c23XKLpmf6c,202301,H0sIhCir6yk,BvPRe8TBeO0,fpkkdSpN6kR,1
c23XKLpmf6c,202301,H0sIhCir6yk,u0nXonXyMd6,fpkkdSpN6kR,5
c23XKLpmf6c,202301,H0sIhCir6yk,qUCT1cBV7Xs,fpkkdSpN6kR,8
c23XKLpmf6c,202301,H0sIhCir6yk,c16MVP7xnkF,fpkkdSpN6kR,3
c23XKLpmf6c,202301,H0sIhCir6yk,dsLJUAoWBm3,fpkkdSpN6kR,8
c23XKLpmf6c,202301,H0sIhCir6yk,eRY7Diu57LY,fpkkdSpN6kR,15
c23XKLpmf6c,202301,H0sIhCir6yk,MiIYozkdxb0,fpkkdSpN6kR,0
c23XKLpmf6c,202301,H0sIhCir6yk,yFrDrD5n62u,fpkkdSpN6kR,8
c23XKLpmf6c,202301,H0sIhCir6yk,YqwaaooeihL,fpkkdSpN6kR,21
c23XKLpmf6c,202301,H0sIhCir6yk,B457LR004ZV,fpkkdSpN6kR,8
c23XKLpmf6c,202301,H0sIhCir6yk,VgOADm1ihvZ,fpkkdSpN6kR,5
c23XKLpmf6c,202301,H0sIhCir6yk,qa97FPPvQ6K,fpkkdSpN6kR,20
c23XKLpmf6c,202301,H0sIhCir6yk,btGPHYoq2Vg,fpkkdSpN6kR,19
c23XKLpmf6c,202301,H0sIhCir6yk,ZQJT92VtaqJ,fpkkdSpN6kR,5
c23XKLpmf6c,202301,H0sIhCir6yk,wu8iWfZR8tH,fpkkdSpN6kR,34
c23XKLpmf6c,202301,H0sIhCir6yk,hoPq2P7a0Rg,fpkkdSpN6kR,52
c23XKLpmf6c,202301,H0sIhCir6yk,UD5oINDsrxX,fpkkdSpN6kR,8
c23XKLpmf6c,202301,H0sIhCir6yk,pyCCl8eDg07,fpkkdSpN6kR,9
c23XKLpmf6c,202301,H0sIhCir6yk,UIYuSED0DVL,fpkkdSpN6kR,10
c23XKLpmf6c,202301,H0sIhCir6yk,qbImbN0WYsn,fpkkdSpN6kR,7
c23XKLpmf6c,202301,H0sIhCir6yk,S3aj670FNt6,fpkkdSpN6kR,26
c23XKLpmf6c,202301,H0sIhCir6yk,OhjkTTI39px,fpkkdSpN6kR,3
c23XKLpmf6c,202301,H0sIhCir6yk,awFYLvUNfHP,fpkkdSpN6kR,6
c23XKLpmf6c,202301,H0sIhCir6yk,HU5skmQBlGL,fpkkdSpN6kR,18
c23XKLpmf6c,202301,H0sIhCir6yk,Lfy7gzTuHUb,fpkkdSpN6kR,18
c23XKLpmf6c,202301,H0sIhCir6yk,nhUAKiYjwR5,fpkkdSpN6kR,21
c23XKLpmf6c,202301,H0sIhCir6yk,vI30tHOeYfP,fpkkdSpN6kR,5
c23XKLpmf6c,202301,H0sIhCir6yk,yG9nMpTUPHA,fpkkdSpN6kR,58
c23XKLpmf6c,202301,H0sIhCir6yk,phKKwubdnJE,fpkkdSpN6kR,12
OmjjQi7uhYC,202301,H0sIhCir6yk,XvUu05sFvmb,fpkkdSpN6kR,1
OmjjQi7uhYC,202301,H0sIhCir6yk,gKLqg6TwA3D,fpkkdSpN6kR,1
OmjjQi7uhYC,202301,H0sIhCir6yk,yvSKoEcGk6T,fpkkdSpN6kR,3
OmjjQi7uhYC,202301,H0sIhCir6yk,MekJGFtyL9J,fpkkdSpN6kR,2
OmjjQi7uhYC,202301,H0sIhCir6yk,bg2qwTLbusX,fpkkdSpN6kR,2
OmjjQi7uhYC,202301,H0sIhCir6yk,lnSNvuTP3lG,fpkkdSpN6kR,3
OmjjQi7uhYC,202301,H0sIhCir6yk,CCQn8051t8h,fpkkdSpN6kR,1
OmjjQi7uhYC,202301,H0sIhCir6yk,n9rPd1u08uk,fpkkdSpN6kR,2
Int3pJocjhU,202301,H0sIhCir6yk,TT9hQ7SaHea,fpkkdSpN6kR,3
Int3pJocjhU,202301,H0sIhCir6yk,nMsMRcdsXmy,fpkkdSpN6kR,7
Int3pJocjhU,202301,H0sIhCir6yk,BqGKadWCFhx,fpkkdSpN6kR,22
Int3pJocjhU,202301,H0sIhCir6yk,wcvVlUrzbYG,fpkkdSpN6kR,22
Int3pJocjhU,202301,H0sIhCir6yk,subJjGY0UcE,fpkkdSpN6kR,27
Int3pJocjhU,202301,H0sIhCir6yk,N78akNFqLex,fpkkdSpN6kR,13
Int3pJocjhU,202301,H0sIhCir6yk,tpKwyj8il3w,fpkkdSpN6kR,62
Int3pJocjhU,202301,H0sIhCir6yk,onwJ6bulsyi,fpkkdSpN6kR,32
Int3pJocjhU,202301,H0sIhCir6yk,Mwqc3GO1kId,fpkkdSpN6kR,125
Int3pJocjhU,202301,H0sIhCir6yk,pUXn4laGtJe,fpkkdSpN6kR,36
Int3pJocjhU,202301,H0sIhCir6yk,SmLUO99wdfb,fpkkdSpN6kR,157
Int3pJocjhU,202301,H0sIhCir6yk,udSjk1sKgO5,fpkkdSpN6kR,58
Int3pJocjhU,202301,H0sIhCir6yk,IzV4BuohS90,fpkkdSpN6kR,167
Int3pJocjhU,202301,H0sIhCir6yk,US2dWooI6pT,fpkkdSpN6kR,83
Int3pJocjhU,202301,H0sIhCir6yk,EMovAqLcbGq,fpkkdSpN6kR,162
Int3pJocjhU,202301,H0sIhCir6yk,pdPUNjzab6h,fpkkdSpN6kR,96
Int3pJocjhU,202301,H0sIhCir6yk,GnlieRaxUWw,fpkkdSpN6kR,14
Int3pJocjhU,202301,H0sIhCir6yk,FZZZIfer5tA,fpkkdSpN6kR,93
Int3pJocjhU,202301,H0sIhCir6yk,dwskguR0DV8,fpkkdSpN6kR,12
Int3pJocjhU,202301,H0sIhCir6yk,RQXs6B8Td4v,fpkkdSpN6kR,18
Int3pJocjhU,202301,H0sIhCir6yk,GliuFJTAsAp,fpkkdSpN6kR,23
Int3pJocjhU,202301,H0sIhCir6yk,qbzDBEJWFMB,fpkkdSpN6kR,47
Int3pJocjhU,202301,H0sIhCir6yk,RT7QsVY15yL,fpkkdSpN6kR,75
Int3pJocjhU,202301,H0sIhCir6yk,W909S6WDrZ8,fpkkdSpN6kR,30
Int3pJocjhU,202301,H0sIhCir6yk,ETwXuMGk1iE,fpkkdSpN6kR,24
Int3pJocjhU,202301,H0sIhCir6yk,nJlZC7BrpYs,fpkkdSpN6kR,33
Int3pJocjhU,202301,H0sIhCir6yk,Il7UBf5AxcH,fpkkdSpN6kR,75
Int3pJocjhU,202301,H0sIhCir6yk,TSt8KAsSu0I,fpkkdSpN6kR,22
QqX7yYWx47k,202301,H0sIhCir6yk,UQCXTXXsTTm,fpkkdSpN6kR,1
QqX7yYWx47k,202301,H0sIhCir6yk,MJoVqqZ7lT8,fpkkdSpN6kR,1
QqX7yYWx47k,202301,H0sIhCir6yk,oL44Ir3rSEp,fpkkdSpN6kR,1
QqX7yYWx47k,202301,H0sIhCir6yk,H3CB5FE34HP,fpkkdSpN6kR,1
rpkAbS58Tk9,202301,H0sIhCir6yk,GrTCdXLvAfP,fpkkdSpN6kR,1
rpkAbS58Tk9,202301,H0sIhCir6yk,axlXCDV3SR1,fpkkdSpN6kR,1
rpkAbS58Tk9,202301,H0sIhCir6yk,eakMxTVP3dv,fpkkdSpN6kR,1
fnfZEQRi5j1,202301,H0sIhCir6yk,I8TtFOPptdS,fpkkdSpN6kR,1
fnfZEQRi5j1,202301,H0sIhCir6yk,tgeqqnGgyOP,fpkkdSpN6kR,1
fnfZEQRi5j1,202301,H0sIhCir6yk,aXUw3Ik7ybc,fpkkdSpN6kR,1
BlHNougV9iW,202301,H0sIhCir6yk,WPNw0kpjhkn,fpkkdSpN6kR,4
BlHNougV9iW,202301,H0sIhCir6yk,CcntAiMGCTW,fpkkdSpN6kR,2
BlHNougV9iW,202301,H0sIhCir6yk,yvSKoEcGk6T,fpkkdSpN6kR,1
BlHNougV9iW,202301,H0sIhCir6yk,MekJGFtyL9J,fpkkdSpN6kR,2
BlHNougV9iW,202301,H0sIhCir6yk,iJt278Sgpgb,fpkkdSpN6kR,2
BlHNougV9iW,202301,H0sIhCir6yk,bg2qwTLbusX,fpkkdSpN6kR,1
BlHNougV9iW,202301,H0sIhCir6yk,G5sYGWBFrrD,fpkkdSpN6kR,1
BlHNougV9iW,202301,H0sIhCir6yk,CCQn8051t8h,fpkkdSpN6kR,1
BlHNougV9iW,202301,H0sIhCir6yk,n9rPd1u08uk,fpkkdSpN6kR,4
BlHNougV9iW,202301,H0sIhCir6yk,dw5rlrUzaEi,fpkkdSpN6kR,1
K3SFohMutCA,202301,H0sIhCir6yk,UA0CUIWlFRF,fpkkdSpN6kR,3
K3SFohMutCA,202301,H0sIhCir6yk,yRYLsQi0KfZ,fpkkdSpN6kR,3
K3SFohMutCA,202301,H0sIhCir6yk,Rd2YTosOX0r,fpkkdSpN6kR,8
K3SFohMutCA,202301,H0sIhCir6yk,aetqpWZLpdU,fpkkdSpN6kR,6
K3SFohMutCA,202301,H0sIhCir6yk,Ore9d9d9Hut,fpkkdSpN6kR,9
K3SFohMutCA,202301,H0sIhCir6yk,JMlCtMLGVPn,fpkkdSpN6kR,2
K3SFohMutCA,202301,H0sIhCir6yk,jlStYSbgimQ,fpkkdSpN6kR,1
K3SFohMutCA,202301,H0sIhCir6yk,hWikxye7R2i,fpkkdSpN6kR,15
K3SFohMutCA,202301,H0sIhCir6yk,i9zWGFWVPYw,fpkkdSpN6kR,13
K3SFohMutCA,202301,H0sIhCir6yk,gj5fiH70fjm,fpkkdSpN6kR,33
K3SFohMutCA,202301,H0sIhCir6yk,cgCFuQsQFen,fpkkdSpN6kR,2
K3SFohMutCA,202301,H0sIhCir6yk,bGyEscYVfMp,fpkkdSpN6kR,11
K3SFohMutCA,202301,H0sIhCir6yk,L7hvib1tueu,fpkkdSpN6kR,1
K3SFohMutCA,202301,H0sIhCir6yk,N896PuMWHcl,fpkkdSpN6kR,40
K3SFohMutCA,202301,H0sIhCir6yk,BYTw4gEYalH,fpkkdSpN6kR,6
K3SFohMutCA,202301,H0sIhCir6yk,hgBGUPRVvsf,fpkkdSpN6kR,10
K3SFohMutCA,202301,H0sIhCir6yk,n99BLFkZ0L0,fpkkdSpN6kR,2
K3SFohMutCA,202301,H0sIhCir6yk,Anf7JOLcH7N,fpkkdSpN6kR,38
K3SFohMutCA,202301,H0sIhCir6yk,pdd5T3tu4hD,fpkkdSpN6kR,5
K3SFohMutCA,202301,H0sIhCir6yk,g8yCNn6JgG3,fpkkdSpN6kR,23
K3SFohMutCA,202301,H0sIhCir6yk,DZee8tQH28e,fpkkdSpN6kR,3
K3SFohMutCA,202301,H0sIhCir6yk,noKvQwKYjh4,fpkkdSpN6kR,43
K3SFohMutCA,202301,H0sIhCir6yk,fVxeiLyWyvx,fpkkdSpN6kR,5
K3SFohMutCA,202301,H0sIhCir6yk,g0ooqC3apHN,fpkkdSpN6kR,25
K3SFohMutCA,202301,H0sIhCir6yk,G7D4xihXNJb,fpkkdSpN6kR,6
K3SFohMutCA,202301,H0sIhCir6yk,US5EoBo5mOu,fpkkdSpN6kR,22
K3SFohMutCA,202301,H0sIhCir6yk,MtYBajLB2CC,fpkkdSpN6kR,7
K3SFohMutCA,202301,H0sIhCir6yk,kiuGJRwFNWY,fpkkdSpN6kR,17
K3SFohMutCA,202301,H0sIhCir6yk,Q29ikjjinu3,fpkkdSpN6kR,8
K3SFohMutCA,202301,H0sIhCir6yk,nGiYf8aBSJA,fpkkdSpN6kR,2
K3SFohMutCA,202301,H0sIhCir6yk,kGuWX0lxYMR,fpkkdSpN6kR,8
K3SFohMutCA,202301,H0sIhCir6yk,UzmtDjAtVz6,fpkkdSpN6kR,30
K3SFohMutCA,202301,H0sIhCir6yk,RtEWLPFPyiI,fpkkdSpN6kR,6
K3SFohMutCA,202301,H0sIhCir6yk,ZTWLCp9Dlrq,fpkkdSpN6kR,41
K3SFohMutCA,202301,H0sIhCir6yk,Glbi5s5oWnu,fpkkdSpN6kR,3
woaYr2nulNU,202301,H0sIhCir6yk,N78akNFqLex,fpkkdSpN6kR,1
woaYr2nulNU,202301,H0sIhCir6yk,Mwqc3GO1kId,fpkkdSpN6kR,2
woaYr2nulNU,202301,H0sIhCir6yk,pUXn4laGtJe,fpkkdSpN6kR,1
woaYr2nulNU,202301,H0sIhCir6yk,SmLUO99wdfb,fpkkdSpN6kR,5
woaYr2nulNU,202301,H0sIhCir6yk,udSjk1sKgO5,fpkkdSpN6kR,1
woaYr2nulNU,202301,H0sIhCir6yk,IzV4BuohS90,fpkkdSpN6kR,4
woaYr2nulNU,202301,H0sIhCir6yk,US2dWooI6pT,fpkkdSpN6kR,3
woaYr2nulNU,202301,H0sIhCir6yk,EMovAqLcbGq,fpkkdSpN6kR,5
woaYr2nulNU,202301,H0sIhCir6yk,pdPUNjzab6h,fpkkdSpN6kR,4
woaYr2nulNU,202301,H0sIhCir6yk,GnlieRaxUWw,fpkkdSpN6kR,4
woaYr2nulNU,202301,H0sIhCir6yk,FZZZIfer5tA,fpkkdSpN6kR,6
woaYr2nulNU,202301,H0sIhCir6yk,Yt9tkigTSBr,fpkkdSpN6kR,4
woaYr2nulNU,202301,H0sIhCir6yk,tH50hwj5Neo,fpkkdSpN6kR,2
XJp23J1PMzl,202301,H0sIhCir6yk,fIs20Ikp97F,fpkkdSpN6kR,5
XJp23J1PMzl,202301,H0sIhCir6yk,EWdgYWJhZWH,fpkkdSpN6kR,1
XJp23J1PMzl,202301,H0sIhCir6yk,gKLqg6TwA3D,fpkkdSpN6kR,40
XJp23J1PMzl,202301,H0sIhCir6yk,kaaNhSVIuvJ,fpkkdSpN6kR,17
XJp23J1PMzl,202301,H0sIhCir6yk,WPNw0kpjhkn,fpkkdSpN6kR,67
XJp23J1PMzl,202301,H0sIhCir6yk,CcntAiMGCTW,fpkkdSpN6kR,22
XJp23J1PMzl,202301,H0sIhCir6yk,yvSKoEcGk6T,fpkkdSpN6kR,90
XJp23J1PMzl,202301,H0sIhCir6yk,MekJGFtyL9J,fpkkdSpN6kR,27
XJp23J1PMzl,202301,H0sIhCir6yk,iJt278Sgpgb,fpkkdSpN6kR,111
XJp23J1PMzl,202301,H0sIhCir6yk,bg2qwTLbusX,fpkkdSpN6kR,52
XJp23J1PMzl,202301,H0sIhCir6yk,mfLuHDmhrtr,fpkkdSpN6kR,97
XJp23J1PMzl,202301,H0sIhCir6yk,lnSNvuTP3lG,fpkkdSpN6kR,58
XJp23J1PMzl,202301,H0sIhCir6yk,G5sYGWBFrrD,fpkkdSpN6kR,47
XJp23J1PMzl,202301,H0sIhCir6yk,CCQn8051t8h,fpkkdSpN6kR,51
XJp23J1PMzl,202301,H0sIhCir6yk,islw5hzCeWm,fpkkdSpN6kR,19
XJp23J1PMzl,202301,H0sIhCir6yk,EJE5cMdSrPj,fpkkdSpN6kR,18
XJp23J1PMzl,202301,H0sIhCir6yk,yTa1j4Ji0YI,fpkkdSpN6kR,22
XJp23J1PMzl,202301,H0sIhCir6yk,PF0cEputKnO,fpkkdSpN6kR,32
XJp23J1PMzl,202301,H0sIhCir6yk,rqeq2RUgs7w,fpkkdSpN6kR,18
XJp23J1PMzl,202301,H0sIhCir6yk,Z2PVBHpKQhV,fpkkdSpN6kR,36
XJp23J1PMzl,202301,H0sIhCir6yk,VTMiZro2DG8,fpkkdSpN6kR,44
XJp23J1PMzl,202301,H0sIhCir6yk,RdixCALkmzj,fpkkdSpN6kR,7
ZYQqNtSjgaO,202301,H0sIhCir6yk,fNDhOsjc44M,fpkkdSpN6kR,1
ZYQqNtSjgaO,202301,H0sIhCir6yk,v2ViVJaebX1,fpkkdSpN6kR,2
ZYQqNtSjgaO,202301,H0sIhCir6yk,KtLuqL3zIya,fpkkdSpN6kR,2
ZYQqNtSjgaO,202301,H0sIhCir6yk,AG6DNsgJn0x,fpkkdSpN6kR,1
ZYQqNtSjgaO,202301,H0sIhCir6yk,OxdtOH0kiWf,fpkkdSpN6kR,1
ZYQqNtSjgaO,202301,H0sIhCir6yk,NMmq3EnYUtK,fpkkdSpN6kR,4
ZYQqNtSjgaO,202301,H0sIhCir6yk,K34dv6VLIY5,fpkkdSpN6kR,1
ZYQqNtSjgaO,202301,H0sIhCir6yk,XXtOf3cUFJ7,fpkkdSpN6kR,1
ZYQqNtSjgaO,202301,H0sIhCir6yk,y4GkUxLOESd,fpkkdSpN6kR,4
ZYQqNtSjgaO,202301,H0sIhCir6yk,MgKoKI19sIC,fpkkdSpN6kR,2
ZYQqNtSjgaO,202301,H0sIhCir6yk,tGs9Wa7gxAF,fpkkdSpN6kR,1
ZYQqNtSjgaO,202301,H0sIhCir6yk,P8y7rySzwBV,fpkkdSpN6kR,2
ZYQqNtSjgaO,202301,H0sIhCir6yk,GbDkGFk98DC,fpkkdSpN6kR,1
ZYQqNtSjgaO,202301,H0sIhCir6yk,vL4JBhBB6Hh,fpkkdSpN6kR,3
ZYQqNtSjgaO,202301,H0sIhCir6yk,ebfqwHBBzOY,fpkkdSpN6kR,1
ZYQqNtSjgaO,202301,H0sIhCir6yk,gY6rhTW8KqD,fpkkdSpN6kR,3
ZYQqNtSjgaO,202301,H0sIhCir6yk,dtvsAWgDE0F,fpkkdSpN6kR,1
ZYQqNtSjgaO,202301,H0sIhCir6yk,IPnaJ2PPApX,fpkkdSpN6kR,2
ZYQqNtSjgaO,202301,H0sIhCir6yk,ZSZtA9bJNU9,fpkkdSpN6kR,4
ZYQqNtSjgaO,202301,H0sIhCir6yk,U8YFdcyDzZE,fpkkdSpN6kR,1
ZYQqNtSjgaO,202301,H0sIhCir6yk,pS1GNqrmAeJ,fpkkdSpN6kR,6
ZYQqNtSjgaO,202301,H0sIhCir6yk,WrGGpSi5VQM,fpkkdSpN6kR,1
ZYQqNtSjgaO,202301,H0sIhCir6yk,UcLXn3XCSzj,fpkkdSpN6kR,5
ZYQqNtSjgaO,202301,H0sIhCir6yk,cQil478VCHJ,fpkkdSpN6kR,3
ZYQqNtSjgaO,202301,H0sIhCir6yk,yA0GQQeBChX,fpkkdSpN6kR,2
ZYQqNtSjgaO,202301,H0sIhCir6yk,jFDtaOOJub9,fpkkdSpN6kR,2
ZYQqNtSjgaO,202301,H0sIhCir6yk,KevtsCiNL4B,fpkkdSpN6kR,5
ZYQqNtSjgaO,202301,H0sIhCir6yk,raYc3h3D51I,fpkkdSpN6kR,1
ZYQqNtSjgaO,202301,H0sIhCir6yk,FR0744o265O,fpkkdSpN6kR,1
ZYQqNtSjgaO,202301,H0sIhCir6yk,UP1UhNrbYIP,fpkkdSpN6kR,3
ZYQqNtSjgaO,202301,H0sIhCir6yk,xVjKN5BPbF3,fpkkdSpN6kR,1
ZYQqNtSjgaO,202301,H0sIhCir6yk,Xm0BCXpehbZ,fpkkdSpN6kR,1
ZYQqNtSjgaO,202301,H0sIhCir6yk,FjuOSQvvfZn,fpkkdSpN6kR,2
ZYQqNtSjgaO,202301,H0sIhCir6yk,wBypwmK2VRi,fpkkdSpN6kR,5
ZYQqNtSjgaO,202301,H0sIhCir6yk,YyS7BUHHgXV,fpkkdSpN6kR,4
ZYQqNtSjgaO,202301,H0sIhCir6yk,GsqBaGLJP49,fpkkdSpN6kR,6
ZYQqNtSjgaO,202301,H0sIhCir6yk,y7YXo0j9oJq,fpkkdSpN6kR,1
ZYQqNtSjgaO,202301,H0sIhCir6yk,BSsPvnW5IeM,fpkkdSpN6kR,1
o3nt01g9zpD,202301,H0sIhCir6yk,PVJAVXjZyX8,fpkkdSpN6kR,0
o3nt01g9zpD,202301,H0sIhCir6yk,vht6aVSMhrW,fpkkdSpN6kR,0
o3nt01g9zpD,202301,H0sIhCir6yk,HrfG0LO8rVk,fpkkdSpN6kR,1156
o3nt01g9zpD,202301,H0sIhCir6yk,AtXAtHEldza,fpkkdSpN6kR,2142
o3nt01g9zpD,202301,H0sIhCir6yk,AN9N1ZGenw0,fpkkdSpN6kR,570
o3nt01g9zpD,202301,H0sIhCir6yk,FXbbZBFcEWt,fpkkdSpN6kR,2104
o3nt01g9zpD,202301,H0sIhCir6yk,LYigly6HmNR,fpkkdSpN6kR,0
o3nt01g9zpD,202301,H0sIhCir6yk,pbKO3pRwHtZ,fpkkdSpN6kR,548
o3nt01g9zpD,202301,H0sIhCir6yk,Cav32eTjPPw,fpkkdSpN6kR,0
o3nt01g9zpD,202301,H0sIhCir6yk,J3N6G3N7riC,fpkkdSpN6kR,404
o3nt01g9zpD,202301,H0sIhCir6yk,UwyeTJ0M0WW,fpkkdSpN6kR,0
n0dlOWFjDkO,202301,H0sIhCir6yk,gKLqg6TwA3D,fpkkdSpN6kR,1
n0dlOWFjDkO,202301,H0sIhCir6yk,mfLuHDmhrtr,fpkkdSpN6kR,1
gzkimr5vqPM,202301,H0sIhCir6yk,fIs20Ikp97F,fpkkdSpN6kR,1
gzkimr5vqPM,202301,H0sIhCir6yk,yvSKoEcGk6T,fpkkdSpN6kR,2
rrvplwBotDi,202301,H0sIhCir6yk,yoVG8y9VPie,fpkkdSpN6kR,3
